IP,TTL,FREQ
135.203.134.192,121,2
162.136.138.65,54,12
241.201.104.138,60,33
252.208.106.50,247,19
115.34.204.211,123,10
130.57.132.174,247,1
107.212.164.6,119,41
245.252.189.87,118,213
3.47.226.239,248,1
238.250.183.216,121,29
244.56.68.52,243,6
140.157.118.98,122,14
228.87.34.95,115,6
252.44.238.29,55,26
236.32.126.7,117,106
115.40.28.75,120,40
107.254.22.249,118,5
107.254.22.249,119,4
0.87.158.11,120,5
244.171.229.178,244,1
162.137.203.13,118,525
69.65.163.102,115,4
69.65.163.102,116,12
3.176.24.158,121,97
245.252.230.220,118,94
162.133.78.59,121,3
3.176.161.183,143,1
140.157.209.225,123,1
162.159.122.184,56,4
244.171.228.188,244,9
227.161.91.4,239,12
227.161.91.4,112,33
227.161.91.4,113,132
140.138.207.142,57,16
55.40.82.150,23,1
2.45.158.6,56,1
140.140.96.213,120,10
140.141.69.101,120,6
3.189.144.241,119,689
238.139.221.195,51,8
140.133.125.45,120,56
115.32.210.54,122,501
245.38.167.147,244,8
140.137.224.39,55,4
107.213.108.64,119,3
115.45.4.202,121,4
140.157.209.134,123,1
115.54.7.60,122,3
107.213.164.27,119,1
244.93.109.19,120,7
0.3.117.186,60,1703
0.3.117.186,251,3
162.133.89.201,120,4
107.87.184.124,23,14
107.215.129.114,118,19
245.56.71.175,120,35
245.253.113.61,118,9
143.47.160.122,117,18
245.252.210.188,117,16
241.201.119.21,60,8
162.157.91.4,52,50
115.35.96.132,122,78
241.173.143.242,121,142
115.54.216.83,122,2
227.235.72.197,121,23
115.49.184.199,122,3
71.197.147.72,51,5
244.171.228.53,244,9
140.121.15.218,117,12
241.8.3.86,121,7
140.157.147.196,122,2
241.201.101.111,60,3279
241.201.101.111,251,101
244.171.235.160,244,9
244.102.156.1,115,3
115.34.134.148,122,43
228.85.87.200,115,358
245.239.227.220,119,247
245.239.227.220,120,4
227.161.70.165,115,7
245.252.157.252,119,10
237.130.49.248,243,4
69.24.231.244,242,51
252.42.22.91,56,9
3.190.242.101,119,1
140.114.228.145,118,11
162.138.49.61,117,63
244.171.237.161,244,9
140.115.175.25,54,2
227.51.94.70,55,8
140.137.157.228,119,2
140.141.56.239,120,95
245.252.53.251,120,77
115.45.42.111,123,725
244.171.236.34,244,9
238.2.114.45,58,311
224.82.60.138,115,8
245.6.49.202,116,20
239.184.142.58,116,14
100.253.146.118,118,1490
245.239.229.17,117,16
244.49.156.249,116,176
241.8.246.66,121,79
245.252.176.49,118,10
115.51.252.83,122,3
140.137.123.75,120,8
238.17.7.250,56,16
140.157.134.98,122,1351
0.57.113.100,248,7
107.210.146.208,118,6
140.115.66.9,54,5
227.247.86.230,61,4
245.239.213.226,248,45
0.84.25.254,57,21
0.87.202.131,54,5
0.255.17.68,60,156
115.41.223.75,123,4
140.157.53.143,121,20
107.213.200.167,119,8
241.201.96.71,60,2068
115.42.46.204,249,10
252.44.168.186,121,2
245.239.234.135,119,5
115.46.178.133,123,4
140.157.208.8,123,1
1.88.117.145,59,13
245.51.119.223,119,25
238.90.103.41,56,3
227.64.172.227,250,2
245.51.148.183,119,6
3.223.149.193,59,395
3.223.149.193,250,5
249.106.249.250,56,2
239.178.191.76,119,3
236.207.207.130,118,6
107.215.2.145,117,1
107.215.2.145,118,1
3.112.208.135,58,56
71.197.145.230,118,17
245.253.110.127,124,1
245.253.110.127,123,1
240.126.154.67,247,1
241.43.33.92,119,205
241.173.207.103,121,23
241.8.117.207,58,1
140.157.119.169,122,2
243.243.239.164,119,226
239.130.201.232,117,16
239.130.201.232,21,1
227.160.24.147,118,26
227.96.123.55,118,3
1.3.7.112,117,81
115.50.147.245,122,36
245.102.3.168,121,61
245.102.3.168,120,64
115.54.231.39,144,1
69.73.146.133,241,1
245.239.195.248,246,22
140.139.199.150,118,9
238.2.74.5,59,22
238.76.210.61,118,12
245.253.34.150,119,5
244.171.228.164,244,9
238.146.139.22,57,632
238.146.139.22,248,7
162.157.109.86,116,73
107.210.127.162,117,6
140.157.78.136,120,1
241.8.208.81,58,4
228.84.132.1,242,68
107.215.201.51,119,8
140.114.206.151,119,21
107.218.80.136,119,3
107.218.80.136,120,326
3.112.210.252,61,98
238.204.24.21,121,22
140.121.9.163,117,248
107.213.105.35,119,15
115.52.205.68,121,9
224.81.153.233,114,6
3.176.204.219,120,1
3.176.193.191,142,1
3.231.226.129,121,10
245.253.81.10,118,158
245.97.173.188,53,16
245.252.7.242,117,11
227.64.174.74,60,852
140.140.36.58,120,1
245.253.124.1,119,159
0.180.76.162,120,24
132.79.35.110,117,3
245.253.92.251,119,94
241.45.192.15,60,10
140.121.221.181,55,14
140.121.221.181,246,1
71.44.12.253,111,14
236.67.185.232,119,9
245.38.163.122,244,6
4.116.109.140,118,6
245.253.136.16,118,16
115.32.152.199,122,8
244.171.225.142,244,2
245.38.188.205,244,4
162.157.14.156,116,2
1.212.139.33,247,4
1.212.139.33,57,1
2.58.1.231,119,361
236.33.130.0,55,17
0.61.213.18,59,72
0.61.213.18,250,5
115.55.160.93,122,15
245.38.176.99,117,20
244.171.231.122,244,2
107.218.120.14,118,19
107.218.120.14,117,3
130.254.42.2,246,13
1.212.184.88,121,171
238.181.167.245,118,66
238.181.167.245,46,5
115.50.183.196,122,6
245.252.206.204,118,45
245.253.57.41,119,30
71.197.158.234,120,3
140.157.147.19,122,64
241.113.172.205,122,8
138.215.31.126,23,1
107.214.72.116,119,5511
107.210.167.138,118,8
115.42.78.92,123,4
140.133.209.187,119,4
71.218.104.108,118,6
115.51.241.78,122,1
236.196.147.6,51,10
140.128.46.11,119,72
252.208.122.75,52,2
100.190.11.65,119,5
140.140.23.165,119,19
173.255.193.254,120,3
153.125.114.252,120,33
140.114.164.154,119,4
227.64.190.20,123,595
140.157.205.125,123,4
0.47.202.75,55,1
107.214.179.101,118,106
115.46.189.177,123,7
2.168.111.23,117,8
115.46.136.42,122,1
245.252.153.202,119,21
107.212.140.66,118,3
241.8.67.205,58,40
245.252.189.167,118,72
162.131.209.254,250,471
162.131.209.254,105,14
162.131.209.254,249,229
162.131.209.254,39,1
162.131.209.254,102,1
227.112.32.21,56,12
100.174.172.56,119,3390
242.82.88.123,122,1
3.176.88.22,121,42
244.171.227.183,244,11
2.158.212.161,117,3
2.158.212.161,118,3
227.64.165.34,60,82
245.239.207.31,119,6
140.157.178.164,122,6
140.157.118.99,26,1
140.143.219.130,118,17
140.136.249.67,119,4
115.34.188.123,122,6
140.143.179.65,118,66
245.239.235.3,119,25
227.212.198.61,121,28
227.186.161.14,59,35
227.186.161.14,28,5
153.125.14.35,121,1
3.141.46.48,114,9
107.211.158.220,118,34
140.137.125.75,120,17
0.84.24.11,59,2
107.236.111.133,117,40
115.41.169.77,122,10
245.252.160.106,119,189
69.64.133.132,113,1
238.90.106.111,248,2
238.90.106.111,249,4
115.46.133.179,144,1
227.247.83.208,61,7
0.123.31.201,118,5
162.133.182.129,54,4
140.114.245.129,120,2
245.239.239.161,119,174
244.171.228.48,244,9
115.51.220.36,121,18
115.12.212.60,116,6
241.201.119.109,60,347
115.54.228.94,122,8
244.118.50.31,56,6
3.190.224.240,54,31
245.253.75.111,123,3
241.169.139.232,120,7
241.169.139.232,56,137
245.187.124.176,49,41
140.137.167.250,119,18
140.139.51.254,119,1
140.139.33.193,119,18
227.9.185.170,248,1
140.139.234.180,119,9
245.253.95.229,119,429
107.206.53.150,120,34
1.10.225.134,52,1
1.10.225.134,51,1
115.43.164.150,57,222
115.43.164.150,58,2
3.176.42.90,58,2
109.244.62.34,247,6
140.123.23.107,119,29
162.157.11.18,116,55
140.139.185.23,119,10
245.38.165.115,244,5
1.238.146.226,120,7
140.134.136.68,117,3
241.16.3.10,120,1
227.72.253.62,23,6
236.207.185.249,55,9
244.170.91.249,54,15
244.170.91.249,117,1
2.236.55.251,246,5
244.171.233.173,244,9
0.87.156.236,121,24
236.219.225.5,51,1
248.94.67.250,58,5
248.94.67.250,249,5
140.129.236.249,54,25
140.129.236.249,245,2
3.176.210.77,56,54
245.253.129.99,122,285
245.253.129.99,123,158
162.139.104.3,54,5
0.144.156.141,120,11
0.249.87.238,59,3
107.233.43.137,119,2
107.233.43.137,120,3
244.40.233.252,53,1
237.8.156.149,114,28
115.55.177.116,122,1485
245.10.243.10,116,1
140.157.191.105,123,3
115.54.200.215,122,1
2.45.200.39,119,10
166.106.51.79,55,10
115.32.125.73,122,28
238.76.49.114,245,34
245.252.168.101,117,94
245.252.168.101,118,1
252.44.246.32,55,1
3.176.196.81,247,1
240.84.14.239,116,2
227.164.164.245,122,2
153.125.214.52,121,3
227.137.165.186,121,1483
227.247.83.101,61,4
252.84.91.73,246,3
252.84.91.73,245,3
115.42.45.159,122,1
228.84.99.247,114,417
100.191.120.100,120,449
1.88.72.40,59,2
115.34.79.124,122,58
100.160.77.208,118,7
3.176.193.126,120,4
100.157.196.39,118,1
100.157.196.39,119,1
241.134.119.214,119,13
241.134.119.214,120,27
244.66.63.242,52,7
238.148.137.155,252,10
224.83.149.140,114,6
115.51.240.15,122,3
227.247.82.47,61,84
140.135.209.194,119,9
115.52.150.221,122,2
227.247.82.212,61,28
0.113.20.7,120,288
115.32.85.170,122,39
115.40.152.97,121,8
1.88.114.3,59,167
227.212.192.69,121,18
0.90.59.181,55,17
238.66.219.162,251,1
248.54.51.23,54,1
140.157.134.105,122,3
245.252.149.236,119,5
2.99.151.150,117,491
140.134.197.155,117,2
237.130.22.248,52,36
115.43.138.210,122,18
115.55.154.113,122,368
107.210.75.136,55,58
3.154.61.239,121,4
245.56.15.126,119,2
61.157.57.9,23,1
0.144.165.30,119,69
162.142.98.31,120,3
245.51.244.168,121,23
245.139.9.227,120,5
238.138.158.199,54,156
140.139.38.11,119,1
236.204.84.70,119,3
162.141.202.62,118,15
162.133.198.10,247,11
240.191.105.123,249,3
240.191.105.123,247,1
240.191.105.123,250,1
115.13.3.82,119,1
227.247.86.67,61,4
227.197.84.209,118,223
0.20.109.249,116,5
244.171.235.143,244,9
241.8.219.229,121,30
162.134.164.148,118,95
115.43.221.59,122,30
107.218.76.11,245,3
107.218.76.11,246,52
115.54.226.199,122,4
115.33.233.113,122,10
227.209.65.244,55,26
5.102.145.119,56,135
241.8.52.224,121,12
245.51.184.255,120,4
227.186.152.238,123,147
165.145.10.3,243,8
238.66.204.26,251,14
245.38.178.230,117,76
162.133.89.188,120,2
238.213.30.174,117,34
238.203.169.245,120,36
243.217.181.245,115,1
115.40.175.75,121,1
162.157.181.11,117,11
241.8.250.145,121,61
107.233.63.146,54,1
107.233.63.146,55,35
100.142.191.163,56,1
245.6.48.49,116,5
162.143.164.174,53,7
115.42.45.17,122,8
140.121.15.194,117,14
245.252.24.69,117,1
140.137.54.182,56,6
115.34.136.124,57,10
140.133.39.43,118,93
245.252.61.142,119,2
140.129.160.8,245,33
244.118.32.22,248,2
140.138.199.3,56,18
143.92.255.191,50,29
245.253.23.65,56,6
227.235.45.122,57,7
240.35.85.43,124,5
240.35.85.43,123,8
100.169.205.47,119,173
162.140.90.6,54,5
162.140.90.6,245,1
140.114.197.249,56,4
115.34.223.200,123,30
238.139.146.40,118,1102
115.8.165.37,118,1
227.78.194.70,56,216
244.171.237.21,244,9
252.42.22.90,56,1
140.135.133.183,120,9
140.113.27.2,122,9
140.135.238.177,119,173
249.137.219.38,122,6
140.121.22.9,118,3
4.116.116.193,119,12
115.50.95.198,122,5
244.53.39.69,53,66
249.73.201.227,25,4
244.171.237.123,244,9
115.46.132.149,122,29
244.171.234.92,244,9
107.215.183.197,118,5
238.181.246.115,120,435
245.38.167.156,244,10
227.162.202.139,119,4
227.162.202.139,121,1
227.162.202.139,122,1
140.157.82.224,123,7525
115.51.226.107,122,15
162.138.65.11,117,22
227.197.80.40,118,460
135.203.171.16,120,6
140.139.34.254,119,1
128.65.185.38,120,13
236.141.157.225,240,9
140.157.1.249,122,9
140.133.44.195,118,23
245.12.54.200,243,12
115.35.97.148,121,91
245.239.205.156,119,28
143.47.152.194,120,38
249.25.255.211,56,91
249.25.255.211,247,1
0.113.23.62,56,18
241.201.119.175,60,104
0.113.26.162,56,9
0.113.26.162,119,221
245.49.201.244,53,5
140.158.137.59,117,30
115.48.105.13,94,5
140.139.51.62,119,54
238.74.248.225,52,6
236.207.36.12,117,9
245.106.243.34,56,6
115.40.161.181,121,3
241.201.111.164,60,1856
140.138.253.49,120,3
252.44.245.242,55,1
238.7.97.123,120,16
115.35.64.235,122,4
244.63.193.115,51,5
140.157.116.133,122,54
162.135.5.254,245,1
115.50.185.14,122,5
245.253.125.109,119,141
227.235.24.252,249,19
245.10.76.38,115,8
245.10.76.38,114,1
227.29.118.10,57,1
244.171.232.101,244,5
140.118.16.126,55,4
140.137.122.5,120,117
227.65.136.60,119,16
237.18.229.134,112,8
237.18.229.134,111,5
0.84.17.85,58,26
240.38.193.59,119,58
245.252.47.200,118,355
240.44.97.129,248,1
245.104.253.233,52,46
115.51.252.41,58,3
69.79.115.113,114,12
100.253.94.23,118,11
100.253.94.23,120,1
245.253.122.161,24,2
107.142.67.238,122,70
115.42.222.206,123,3
227.224.92.240,248,3
0.17.59.202,54,4
227.5.187.208,57,4
238.2.91.134,60,14894
238.2.91.134,251,21
115.51.98.216,123,21
243.243.237.169,120,3
242.55.59.64,115,1
115.49.176.75,122,1015
252.66.202.242,55,2
237.0.45.62,47,5
224.216.230.243,49,120
115.50.42.146,58,1
115.51.252.40,122,3
244.172.225.36,245,15
115.52.56.31,122,18
245.191.63.254,54,27
0.187.234.76,118,5
244.171.235.25,244,9
227.235.70.235,122,9
131.68.80.24,49,138
115.42.233.224,122,5
143.173.45.254,120,1
109.242.6.253,59,5
115.89.30.111,54,24
227.117.118.188,59,22
115.55.93.227,122,603
227.193.147.239,118,8
107.212.118.50,118,24
238.56.22.2,247,4
238.56.22.2,246,1
245.6.48.212,116,10
227.247.82.188,61,11
0.57.119.239,119,3
162.157.219.213,53,5
252.44.4.226,56,5
140.123.16.203,119,27
140.123.16.203,120,12
115.50.85.187,122,4
241.80.207.224,60,841
140.157.52.80,121,22
241.8.55.107,121,950
245.239.197.81,119,15
244.251.87.167,51,12
115.43.237.140,122,13
157.197.148.53,97,1
245.239.246.132,119,74
107.211.91.32,118,1
140.157.233.18,122,18
140.157.233.18,54,3
140.139.155.77,245,359
245.38.163.149,244,10
245.239.201.10,119,7
107.218.98.222,119,3
115.54.194.52,122,3
162.158.208.10,247,3
224.86.173.148,114,20
110.9.35.198,23,1
115.46.164.170,123,7
245.252.18.96,120,4
227.186.182.219,123,1
245.104.252.124,115,10
236.207.184.62,55,2
252.44.71.23,55,30
252.44.71.23,54,7
238.180.234.10,248,1
0.42.196.253,120,1
0.42.196.253,121,2
237.108.166.34,122,3
164.173.189.254,51,3
164.173.189.254,52,1
227.186.188.10,59,2
140.157.148.49,123,95
140.157.148.49,122,1
140.128.15.2,119,27
227.186.169.118,60,302
107.218.115.59,118,5
107.218.115.59,119,68
238.93.115.250,27,9
238.93.115.250,122,10
107.214.35.149,119,1
227.203.168.49,23,1
100.175.101.225,118,1
143.173.100.155,121,6
143.92.153.21,53,80
227.65.155.21,246,2
71.159.23.202,117,443
245.252.61.96,119,19
239.173.25.27,248,2
236.33.145.129,120,156
107.211.91.216,118,7
245.253.96.98,119,15
238.77.117.22,118,256
245.104.19.99,55,174
245.104.19.99,246,2
89.204.224.12,119,50
130.57.156.106,251,11
107.211.1.162,119,4
140.128.36.169,119,13
238.116.201.220,55,18
140.115.58.245,118,9
115.54.211.203,122,3
252.208.123.6,20,11
252.208.123.6,54,1
227.109.98.7,53,5
241.221.182.11,60,1
162.142.138.55,118,8
240.169.248.103,117,6
3.139.196.232,118,426
115.51.175.93,122,150
227.204.45.3,118,48
243.21.99.250,49,3
140.137.200.93,119,3
240.10.63.244,55,68
140.128.36.203,119,44
245.252.25.230,117,712
245.253.81.234,118,5
115.40.134.89,121,2
3.112.210.46,251,6
115.33.208.228,121,8
241.46.155.127,56,52
0.123.31.142,117,75
191.122.110.71,23,1
240.194.193.57,55,80
240.194.193.57,53,10
162.158.55.252,118,81
115.35.94.111,122,54
107.212.15.28,119,3
245.252.116.158,119,29
143.47.149.174,120,2
140.158.139.106,117,12
140.137.79.209,119,19
107.235.90.179,117,4
107.235.90.179,118,16
140.134.74.161,118,6
227.209.97.186,58,8786
0.144.158.15,55,17
140.157.40.213,58,1
140.157.205.36,25,3
140.157.205.36,250,2
244.171.228.8,244,9
162.134.218.1,54,1
107.139.107.145,119,4
239.79.243.245,253,38
244.171.237.106,244,9
252.44.125.254,56,4
3.142.98.78,55,29
227.64.190.12,123,31
107.206.49.137,120,1
91.35.90.162,23,1
238.138.156.191,116,3
140.123.32.3,246,1
0.84.25.205,57,16
140.157.139.25,59,245
244.172.26.238,116,99
107.213.229.198,117,83
143.165.162.56,117,8
227.235.31.244,248,1
227.235.31.244,121,5
115.204.127.252,54,15
140.137.161.124,119,63
162.141.196.1,118,18
140.138.207.8,57,17
245.252.59.106,117,19
239.184.18.69,115,3
143.182.155.183,121,24
140.134.68.5,245,8
224.86.206.111,50,7
244.171.239.182,244,9
244.171.233.174,244,9
3.142.97.40,57,23
115.55.190.252,122,1
227.186.186.61,60,61
245.252.2.136,22,68
3.176.193.162,120,8
244.49.154.252,116,11
245.253.95.156,119,529
115.34.141.155,122,4
162.136.166.171,119,14
115.54.199.240,122,11
0.6.20.48,117,6
107.211.150.121,119,6
1.88.77.254,59,33
107.154.47.121,119,26
245.252.25.212,117,28
115.32.99.34,122,4
0.246.117.252,61,119
227.135.108.181,245,7
245.253.23.224,120,229
241.240.244.59,121,2293
3.196.222.250,120,1
140.134.187.255,50,7
3.176.144.233,121,46
115.50.243.146,122,12
244.171.225.44,244,2
140.123.19.11,119,1
227.83.210.186,51,1
115.49.31.212,122,5
245.239.246.227,119,8
249.25.45.220,118,122
238.93.121.234,124,17
140.143.45.206,119,3
245.253.190.201,121,3
140.157.84.58,122,29
115.45.78.18,123,19
115.49.92.121,122,12
140.134.219.58,118,8
115.51.252.221,26,3
115.51.248.38,122,3
227.186.153.235,60,4
115.52.82.105,122,50
115.49.197.253,122,24
241.169.134.27,55,172
238.250.144.156,121,1
252.208.122.136,52,3
162.135.192.6,54,1
107.235.117.192,119,60
162.158.29.249,55,8
140.131.118.236,118,27
107.214.105.126,119,13
3.112.221.14,122,1014
245.253.76.60,118,34
115.43.138.89,121,6
245.12.83.90,51,160
227.186.85.252,122,44
227.186.85.252,250,3
0.45.178.2,121,823
0.45.178.2,118,137
0.45.178.2,120,3
140.121.12.195,117,3
244.163.96.237,246,48
115.52.81.140,122,4
239.172.29.232,249,9
252.44.247.184,56,2
107.233.111.92,119,491
107.233.111.92,118,1
140.157.30.60,121,6
100.253.233.32,118,7
238.8.69.238,54,3
115.35.97.46,122,4
237.108.166.72,122,3
143.165.147.126,117,31
115.49.161.52,122,1083
158.155.207.125,53,33
107.215.5.45,118,4
107.215.5.45,119,2
115.49.103.35,121,4
241.201.127.118,60,67
115.41.184.30,122,7
243.160.46.212,119,1
245.252.239.158,54,2
245.252.239.158,245,2
115.254.211.159,119,6
140.115.176.168,119,10
238.207.10.226,118,329
238.207.10.226,119,15
236.111.66.156,46,15
236.163.215.251,116,20
115.43.83.221,122,151
162.140.0.234,118,1
115.55.179.175,121,277
115.55.179.175,248,2
115.51.173.166,122,3
140.113.227.231,120,32
115.35.223.42,121,1057
2.46.253.77,119,67
140.128.89.124,120,22
143.165.243.255,116,14
130.4.226.2,54,3
162.136.189.109,119,8
241.173.67.59,54,4
239.185.69.98,121,15
140.140.48.0,120,113
0.87.135.41,55,5
227.162.206.125,122,1
157.197.148.82,95,6
115.49.9.135,122,28
3.176.135.230,121,7
140.119.181.156,119,60
140.137.19.253,119,10
241.245.16.197,59,19
240.60.173.81,56,5
245.252.149.12,119,215
1.112.210.70,116,1
140.143.223.25,118,302
0.15.195.8,119,6
227.161.91.58,108,15
243.160.204.86,123,76
115.50.17.224,122,25
245.49.147.191,119,2
244.171.234.8,244,9
245.239.238.119,119,9
251.145.111.34,23,1
115.34.152.16,58,405
236.67.146.237,119,9
140.158.31.84,116,7
140.158.31.84,117,9
0.249.92.51,57,9
140.139.53.192,119,1
245.252.20.161,120,1
107.218.85.138,119,18
107.218.85.138,120,112
3.142.100.40,120,25
3.142.100.40,119,30
115.49.170.30,122,12
0.90.56.31,248,12
245.100.101.237,54,41
130.232.191.207,53,8
242.124.116.68,58,54
140.141.80.223,119,11
115.51.151.204,57,4
237.130.3.27,54,1
115.51.75.115,123,4
140.137.75.58,120,19
107.235.66.34,119,1
107.235.66.34,55,1
162.138.14.95,56,57
107.233.115.250,118,2
236.33.116.136,117,4
0.180.41.213,57,40
0.17.45.152,117,68
115.32.152.77,122,8
115.32.46.191,122,4
115.51.54.151,123,8
115.51.162.60,122,3
71.199.159.189,250,4
71.199.159.189,248,1
227.197.108.205,118,2
3.213.185.213,116,61
245.252.228.158,118,8
109.46.128.120,58,32
5.102.221.45,118,5
107.211.111.172,118,2
140.114.232.192,118,7
241.8.232.51,120,8
224.87.254.106,114,3
115.48.52.21,122,7
143.165.135.99,116,24
140.157.119.7,249,5
244.171.236.73,244,9
107.213.80.86,117,5
107.213.80.86,118,375
245.253.176.10,56,1
0.17.7.217,116,16
115.35.32.125,122,2554
238.11.92.232,54,107
145.65.176.245,54,20
115.50.27.35,58,36
0.84.19.115,58,15
0.84.19.115,248,1
0.84.19.115,57,5
244.181.83.1,244,5
0.84.20.235,58,23
252.44.44.12,244,21
107.214.188.122,119,4
245.253.62.202,120,2
245.253.62.202,121,1
227.209.97.187,249,4
244.133.172.158,246,1
115.55.179.224,121,10
115.55.90.123,58,17
107.210.176.221,117,14
236.33.137.185,54,3
244.127.124.234,52,30
244.127.124.234,116,3
238.92.217.121,52,1
3.231.196.253,58,40
115.51.162.211,122,3
115.50.221.26,122,10
241.84.149.176,57,374
0.180.0.178,121,1
3.176.192.83,120,1
115.49.193.239,121,344
0.84.20.233,250,16
0.3.116.47,125,12
227.247.86.24,61,4
1.88.48.173,61,22
245.252.184.82,118,35
241.229.130.39,55,510
244.171.235.49,244,9
162.137.18.11,120,56
115.254.193.211,120,64
100.171.233.99,118,40
227.154.12.202,117,73
241.8.142.216,58,168
236.67.99.5,118,3
236.67.99.5,119,20
245.253.38.123,119,398
245.239.194.190,119,15
162.133.130.6,54,78
140.157.82.147,123,62
140.140.149.67,56,8
236.67.82.249,247,17
115.254.211.142,120,1
227.212.207.101,121,146
245.252.56.34,119,49
0.180.116.96,120,4
0.180.116.96,121,4
240.42.122.13,118,6
238.76.88.165,117,3
107.213.88.244,118,3
3.223.131.67,124,29
238.139.177.31,53,3
227.33.150.228,122,194
227.247.87.106,61,1
140.157.117.213,58,1
3.176.196.228,142,1
115.54.213.85,122,4
252.44.9.5,119,4
245.252.40.244,57,13
3.45.196.115,119,124
135.203.164.96,120,9
115.48.56.29,122,9
1.78.193.104,57,228
1.78.193.104,12,2
1.78.193.104,105,6
1.78.193.104,106,3
178.245.213.16,23,1
238.77.103.33,22,4
4.119.133.175,119,5
115.42.86.115,123,15
228.92.103.135,114,198
115.52.166.114,58,3
244.171.236.239,244,5
0.180.186.169,121,22
0.45.167.138,118,4
224.82.200.146,114,13
140.157.18.138,123,2
140.113.104.95,121,21
162.133.116.1,54,12
227.78.192.185,56,45
115.54.240.215,58,27
140.135.102.19,120,8
236.167.131.1,50,32
140.138.142.88,248,27
140.138.142.88,57,264
107.211.110.119,118,5
115.54.226.197,144,1
227.33.154.4,122,10
3.47.239.0,119,80
3.47.239.0,120,65
245.253.96.105,119,284
238.181.177.234,120,22
238.206.185.65,58,2
140.122.6.193,119,30
244.49.156.151,116,68
107.213.173.176,119,6
115.34.128.147,122,659
129.96.164.180,117,63
227.29.20.36,57,30
241.46.189.145,57,225
115.50.247.87,58,8
241.8.232.155,57,21
0.15.91.185,247,1
241.229.142.91,55,414
244.140.230.49,57,2
227.160.43.177,55,9
140.159.28.3,117,18
140.159.28.3,50,2
244.136.30.122,113,103
245.106.243.38,56,4
140.157.29.134,121,14
245.38.177.52,114,34
115.52.122.74,122,17
115.51.235.210,122,15
227.186.134.186,124,436
244.181.83.52,244,5
115.50.8.168,58,4
252.44.184.9,55,2
245.38.17.176,56,2
245.38.17.176,57,16
245.51.189.249,119,11
115.32.36.17,122,6
140.131.205.237,118,24
245.253.77.80,118,76
236.119.33.250,54,218
1.90.146.242,118,28
107.214.194.173,120,4
115.32.103.52,122,591
227.247.83.196,61,13
115.49.230.153,122,20
143.127.38.60,117,37
140.140.34.159,120,47
227.247.83.198,61,13
227.247.83.199,61,12
1.88.50.242,58,666
107.211.231.13,118,31
241.8.74.129,58,152
241.8.74.129,120,1257
241.221.187.4,60,7
245.252.2.206,118,5
115.51.232.30,122,5
135.203.132.91,57,2
115.54.159.223,122,295
227.33.160.100,58,4
236.108.81.53,112,7
245.38.167.121,244,2
236.207.56.53,121,2
3.142.100.25,118,10
244.171.225.87,244,2
3.176.29.34,57,1
107.8.181.139,57,2
140.157.18.137,123,2
115.54.232.35,122,8
140.138.132.16,121,3
109.35.171.5,248,3
128.65.147.70,117,26
252.44.31.2,119,3
240.149.223.239,56,6
239.185.142.2,115,267
239.185.142.2,116,5
115.49.230.247,122,62
243.250.192.5,53,1
3.177.218.120,122,440
107.255.216.53,119,4
245.98.188.178,58,20
245.98.188.178,59,15
140.143.94.144,246,1
162.133.118.130,54,4
227.197.92.68,118,106
227.186.145.254,60,13
115.51.252.33,122,3
115.48.84.231,122,37
252.44.184.245,55,3
115.35.57.41,122,29
107.206.61.28,119,195
115.54.151.227,122,3
236.207.37.242,54,31
241.8.202.53,120,1
140.139.184.105,119,2
162.135.70.4,55,14
245.108.73.241,58,20
245.108.73.241,59,16
140.121.96.237,118,8
140.140.32.138,120,30
115.35.236.135,122,495
162.136.81.109,118,1
227.167.243.194,57,32
140.157.148.107,123,2
115.44.140.14,123,63
3.112.214.1,57,56
3.112.214.1,248,1
225.213.29.6,114,138
3.196.221.149,119,797
0.180.165.121,120,15
236.32.71.224,116,3
162.142.99.242,120,10
238.190.161.219,121,1
238.190.161.219,122,13
115.34.147.80,122,970
0.3.239.62,60,1
115.43.166.66,122,13528
245.38.189.15,244,2
248.94.249.253,117,6
245.252.147.181,119,149
245.252.159.116,119,196
140.140.22.181,119,63
140.135.26.71,121,7
241.8.58.52,25,6
3.176.42.30,119,3
240.64.85.255,53,36
153.125.229.49,121,274
115.12.144.114,120,41
245.35.196.161,55,308
245.35.196.161,246,3
245.253.50.67,117,7
245.253.50.67,56,34
245.253.50.67,54,1
162.142.244.6,58,22
0.3.90.251,121,961
0.45.163.105,56,2
245.51.185.243,120,50
165.6.153.189,123,46
241.189.28.7,246,8
241.189.28.7,249,2
227.197.98.209,117,59
140.157.171.131,123,116
162.140.233.98,119,12
227.173.61.95,247,8
100.171.126.46,119,174
140.112.115.187,119,2
115.52.6.86,122,2
245.42.77.25,51,46
245.42.77.25,114,81
140.130.215.75,119,215
140.134.191.74,118,13
140.158.30.63,117,6
115.46.168.46,123,11
236.141.245.186,47,48
140.132.80.147,248,1
115.40.46.67,145,10
115.40.46.67,123,1
115.40.232.45,122,84
245.252.157.123,119,45
244.131.188.189,116,1
115.51.100.94,123,9
115.50.161.140,122,61
238.180.175.0,119,434
3.176.193.167,56,1
140.138.253.50,120,8
245.252.60.136,119,5
245.51.106.97,117,1
237.130.138.232,115,42
3.142.97.95,57,15
236.33.145.130,120,6
0.61.215.140,59,187
89.204.239.246,121,10
115.52.13.156,122,86
140.132.127.252,58,14
244.171.235.79,244,9
245.49.96.118,55,15
125.206.244.197,23,1
227.13.128.192,248,5
227.9.166.232,56,30
