portnum,Service_name,protocol,open_frequency
13093,unknown,tcp,0.000076
13130,unknown,tcp,0.000076
13132,unknown,tcp,0.000076
13140,unknown,tcp,0.000076
13142,unknown,tcp,0.000076
13149,unknown,tcp,0.000076
13167,unknown,tcp,0.000076
13188,unknown,tcp,0.000076
13192,unknown,tcp,0.000076
13193,unknown,tcp,0.000076
13194,unknown,tcp,0.000076
13229,unknown,tcp,0.000076
13250,unknown,tcp,0.000076
13261,unknown,tcp,0.000076
13264,unknown,tcp,0.000076
13265,unknown,tcp,0.000076
13306,unknown,tcp,0.000076
13318,unknown,tcp,0.000076
13340,unknown,tcp,0.000076
13359,unknown,tcp,0.000076
13502,unknown,tcp,0.000076
13580,unknown,tcp,0.000076
13695,unknown,tcp,0.000076
13723,unknown,tcp,0.000076
13730,unknown,tcp,0.000076
13766,unknown,tcp,0.000076
13784,unknown,tcp,0.000076
13846,unknown,tcp,0.000076
13899,unknown,tcp,0.000076
14001,sua,tcp,0.000076
14147,unknown,tcp,0.000076
14218,unknown,tcp,0.000076
14237,unknown,tcp,0.000076
14254,unknown,tcp,0.000076
14418,unknown,tcp,0.000076
14443,unknown,tcp,0.000076
14444,unknown,tcp,0.000076
14534,unknown,tcp,0.000076
14545,unknown,tcp,0.000076
14693,unknown,tcp,0.000076
14733,unknown,tcp,0.000076
14827,unknown,tcp,0.000076
14891,unknown,tcp,0.000076
14916,unknown,tcp,0.000076
15005,unknown,tcp,0.000076
15050,unknown,tcp,0.000076
15145,unknown,tcp,0.000076
15190,unknown,tcp,0.000076
15191,unknown,tcp,0.000076
15275,unknown,tcp,0.000076
15317,unknown,tcp,0.000076
15344,unknown,tcp,0.000076
15448,unknown,tcp,0.000076
15550,unknown,tcp,0.000076
15631,unknown,tcp,0.000076
15645,unknown,tcp,0.000076
15646,unknown,tcp,0.000076
15670,unknown,tcp,0.000076
15677,unknown,tcp,0.000076
15722,unknown,tcp,0.000076
15730,unknown,tcp,0.000076
15758,unknown,tcp,0.000076
15915,unknown,tcp,0.000076
16048,unknown,tcp,0.000076
16161,sun-sea-port,tcp,0.000076
16270,unknown,tcp,0.000076
16273,unknown,tcp,0.000076
16283,unknown,tcp,0.000076
16286,unknown,tcp,0.000076
16297,unknown,tcp,0.000076
16349,unknown,tcp,0.000076
16372,unknown,tcp,0.000076
16464,unknown,tcp,0.000076
16723,unknown,tcp,0.000076
16724,unknown,tcp,0.000076
16725,unknown,tcp,0.000076
16797,unknown,tcp,0.000076
16845,unknown,tcp,0.000076
16900,newbay-snc-mc,tcp,0.000076
16901,unknown,tcp,0.000076
17016,unknown,tcp,0.000076
17017,unknown,tcp,0.000076
17070,unknown,tcp,0.000076
17089,unknown,tcp,0.000076
17129,unknown,tcp,0.000076
17251,unknown,tcp,0.000076
17255,unknown,tcp,0.000076
17409,unknown,tcp,0.000076
17413,unknown,tcp,0.000076
17500,db-lsp,tcp,0.000076
17700,unknown,tcp,0.000076
17701,unknown,tcp,0.000076
17702,unknown,tcp,0.000076
17715,unknown,tcp,0.000076
17801,unknown,tcp,0.000076
17802,unknown,tcp,0.000076
17860,unknown,tcp,0.000076
17867,unknown,tcp,0.000076
17969,unknown,tcp,0.000076
17985,unknown,tcp,0.000076
17997,unknown,tcp,0.000076
18012,unknown,tcp,0.000076
18015,unknown,tcp,0.000076
18080,unknown,tcp,0.000076
18148,unknown,tcp,0.000076
18231,unknown,tcp,0.000076
18333,bitcoin,tcp,0.000076
18336,unknown,tcp,0.000076
18337,unknown,tcp,0.000076
18380,unknown,tcp,0.000076
18439,unknown,tcp,0.000076
18505,unknown,tcp,0.000076
18517,unknown,tcp,0.000076
18569,unknown,tcp,0.000076
18669,unknown,tcp,0.000076
18874,unknown,tcp,0.000076
18887,unknown,tcp,0.000076
18910,unknown,tcp,0.000076
18962,unknown,tcp,0.000076
19010,unknown,tcp,0.000076
19130,unknown,tcp,0.000076
19200,unknown,tcp,0.000076
19201,unknown,tcp,0.000076
19333,litecoin,tcp,0.000076
19353,unknown,tcp,0.000076
19403,unknown,tcp,0.000076
19464,unknown,tcp,0.000076
19501,unknown,tcp,0.000076
19612,unknown,tcp,0.000076
19634,unknown,tcp,0.000076
19715,unknown,tcp,0.000076
19852,unknown,tcp,0.000076
19995,unknown,tcp,0.000076
19996,unknown,tcp,0.000076
20001,microsan,tcp,0.000076
20011,unknown,tcp,0.000076
20017,unknown,tcp,0.000076
20021,unknown,tcp,0.000076
20032,unknown,tcp,0.000076
20039,unknown,tcp,0.000076
20052,unknown,tcp,0.000076
20076,unknown,tcp,0.000076
20080,unknown,tcp,0.000076
20085,unknown,tcp,0.000076
20089,unknown,tcp,0.000076
20102,unknown,tcp,0.000076
20106,unknown,tcp,0.000076
20111,unknown,tcp,0.000076
20118,unknown,tcp,0.000076
20125,unknown,tcp,0.000076
20127,unknown,tcp,0.000076
20147,unknown,tcp,0.000076
20179,unknown,tcp,0.000076
20180,unknown,tcp,0.000076
20223,unknown,tcp,0.000076
20224,unknown,tcp,0.000076
20225,unknown,tcp,0.000076
20226,unknown,tcp,0.000076
20227,unknown,tcp,0.000076
20228,unknown,tcp,0.000076
20280,unknown,tcp,0.000076
20473,unknown,tcp,0.000076
20734,unknown,tcp,0.000076
20883,unknown,tcp,0.000076
20934,unknown,tcp,0.000076
20940,unknown,tcp,0.000076
20990,unknown,tcp,0.000076
21011,unknown,tcp,0.000076
21078,unknown,tcp,0.000076
21201,memcachedb,tcp,0.000076
21473,unknown,tcp,0.000076
21631,unknown,tcp,0.000076
21634,unknown,tcp,0.000076
21728,unknown,tcp,0.000076
21891,unknown,tcp,0.000076
21915,unknown,tcp,0.000076
22022,unknown,tcp,0.000076
22063,unknown,tcp,0.000076
22100,unknown,tcp,0.000076
22125,dcap,tcp,0.000076
22128,gsidcap,tcp,0.000076
22177,unknown,tcp,0.000076
22200,unknown,tcp,0.000076
22223,unknown,tcp,0.000076
22290,unknown,tcp,0.000076
22341,unknown,tcp,0.000076
22350,CodeMeter,tcp,0.000076
22555,vocaltec-wconf,tcp,0.000076
22563,unknown,tcp,0.000076
22711,unknown,tcp,0.000076
22719,unknown,tcp,0.000076
22727,unknown,tcp,0.000076
22769,unknown,tcp,0.000076
22882,unknown,tcp,0.000076
22959,unknown,tcp,0.000076
22969,unknown,tcp,0.000076
23017,unknown,tcp,0.000076
23040,unknown,tcp,0.000076
23219,unknown,tcp,0.000076
23228,unknown,tcp,0.000076
23270,unknown,tcp,0.000076
23296,unknown,tcp,0.000076
23342,unknown,tcp,0.000076
23382,unknown,tcp,0.000076
23430,unknown,tcp,0.000076
23451,unknown,tcp,0.000076
23723,unknown,tcp,0.000076
23887,unknown,tcp,0.000076
23953,unknown,tcp,0.000076
24218,unknown,tcp,0.000076
24392,unknown,tcp,0.000076
24416,unknown,tcp,0.000076
24552,unknown,tcp,0.000076
24554,binkp,tcp,0.000076
24616,unknown,tcp,0.000076
24999,unknown,tcp,0.000076
25000,icl-twobase1,tcp,0.000076
25001,icl-twobase2,tcp,0.000076
25174,unknown,tcp,0.000076
25260,unknown,tcp,0.000076
25262,unknown,tcp,0.000076
25288,unknown,tcp,0.000076
25327,unknown,tcp,0.000076
25445,unknown,tcp,0.000076
25473,unknown,tcp,0.000076
25486,unknown,tcp,0.000076
25565,minecraft,tcp,0.000076
25703,unknown,tcp,0.000076
25717,unknown,tcp,0.000076
25847,unknown,tcp,0.000076
26001,unknown,tcp,0.000076
26007,unknown,tcp,0.000076
26340,unknown,tcp,0.000076
26417,unknown,tcp,0.000076
26669,unknown,tcp,0.000076
26972,unknown,tcp,0.000076
27015,unknown,tcp,0.000076
27016,unknown,tcp,0.000076
27017,mongod,tcp,0.000076
27018,mongod,tcp,0.000076
27019,mongod,tcp,0.000076
27055,unknown,tcp,0.000076
27074,unknown,tcp,0.000076
27075,unknown,tcp,0.000076
27087,unknown,tcp,0.000076
27204,unknown,tcp,0.000076
27316,unknown,tcp,0.000076
27350,unknown,tcp,0.000076
27351,unknown,tcp,0.000076
27372,unknown,tcp,0.000076
27521,unknown,tcp,0.000076
27537,unknown,tcp,0.000076
27770,unknown,tcp,0.000076
28017,mongod,tcp,0.000076
28114,unknown,tcp,0.000076
28142,unknown,tcp,0.000076
28374,unknown,tcp,0.000076
28567,unknown,tcp,0.000076
28717,unknown,tcp,0.000076
28850,unknown,tcp,0.000076
28851,unknown,tcp,0.000076
28924,unknown,tcp,0.000076
28967,unknown,tcp,0.000076
29045,unknown,tcp,0.000076
29152,unknown,tcp,0.000076
29243,unknown,tcp,0.000076
29507,unknown,tcp,0.000076
29810,unknown,tcp,0.000076
30001,pago-services1,tcp,0.000076
30087,unknown,tcp,0.000076
30195,unknown,tcp,0.000076
30299,unknown,tcp,0.000076
30519,unknown,tcp,0.000076
30599,unknown,tcp,0.000076
30644,unknown,tcp,0.000076
30659,unknown,tcp,0.000076
30705,unknown,tcp,0.000076
30896,unknown,tcp,0.000076
31033,unknown,tcp,0.000076
31058,unknown,tcp,0.000076
31072,unknown,tcp,0.000076
31339,unknown,tcp,0.000076
31386,unknown,tcp,0.000076
31438,unknown,tcp,0.000076
31522,unknown,tcp,0.000076
31657,unknown,tcp,0.000076
31728,unknown,tcp,0.000076
32006,unknown,tcp,0.000076
32022,unknown,tcp,0.000076
32031,unknown,tcp,0.000076
32088,unknown,tcp,0.000076
32102,unknown,tcp,0.000076
32200,unknown,tcp,0.000076
32219,unknown,tcp,0.000076
32260,unknown,tcp,0.000076
32261,unknown,tcp,0.000076
32764,unknown,tcp,0.000076
32765,unknown,tcp,0.000076
32767,filenet-powsrm,tcp,0.000076
32788,unknown,tcp,0.000076
32789,unknown,tcp,0.000076
32790,unknown,tcp,0.000076
32797,unknown,tcp,0.000076
32798,unknown,tcp,0.000076
32799,unknown,tcp,0.000076
32807,unknown,tcp,0.000076
32814,unknown,tcp,0.000076
32815,unknown,tcp,0.000076
32820,unknown,tcp,0.000076
32837,unknown,tcp,0.000076
32842,unknown,tcp,0.000076
32858,unknown,tcp,0.000076
32868,unknown,tcp,0.000076
32869,unknown,tcp,0.000076
32871,unknown,tcp,0.000076
32888,unknown,tcp,0.000076
32897,unknown,tcp,0.000076
32898,unknown,tcp,0.000076
32904,unknown,tcp,0.000076
32905,unknown,tcp,0.000076
32908,unknown,tcp,0.000076
32910,unknown,tcp,0.000076
32911,unknown,tcp,0.000076
32932,unknown,tcp,0.000076
32944,unknown,tcp,0.000076
32960,unknown,tcp,0.000076
32961,unknown,tcp,0.000076
32976,unknown,tcp,0.000076
33000,unknown,tcp,0.000076
33011,unknown,tcp,0.000076
33017,unknown,tcp,0.000076
33070,unknown,tcp,0.000076
33087,unknown,tcp,0.000076
33124,unknown,tcp,0.000076
33175,unknown,tcp,0.000076
33192,unknown,tcp,0.000076
33200,unknown,tcp,0.000076
33203,unknown,tcp,0.000076
33277,unknown,tcp,0.000076
33327,unknown,tcp,0.000076
33335,unknown,tcp,0.000076
33337,unknown,tcp,0.000076
33367,unknown,tcp,0.000076
33395,unknown,tcp,0.000076
33444,unknown,tcp,0.000076
33522,unknown,tcp,0.000076
33523,unknown,tcp,0.000076
33550,unknown,tcp,0.000076
33604,unknown,tcp,0.000076
33605,unknown,tcp,0.000076
33841,unknown,tcp,0.000076
33879,unknown,tcp,0.000076
33882,unknown,tcp,0.000076
33889,unknown,tcp,0.000076
33895,unknown,tcp,0.000076
34021,unknown,tcp,0.000076
34036,unknown,tcp,0.000076
34096,unknown,tcp,0.000076
34189,unknown,tcp,0.000076
34317,unknown,tcp,0.000076
34341,unknown,tcp,0.000076
34381,unknown,tcp,0.000076
34401,unknown,tcp,0.000076
34507,unknown,tcp,0.000076
34510,unknown,tcp,0.000076
34683,unknown,tcp,0.000076
34728,unknown,tcp,0.000076
34765,unknown,tcp,0.000076
34783,unknown,tcp,0.000076
34833,unknown,tcp,0.000076
34875,unknown,tcp,0.000076
35033,unknown,tcp,0.000076
35050,unknown,tcp,0.000076
35116,unknown,tcp,0.000076
35131,unknown,tcp,0.000076
35217,unknown,tcp,0.000076
35272,unknown,tcp,0.000076
35349,unknown,tcp,0.000076
35392,unknown,tcp,0.000076
35393,unknown,tcp,0.000076
35401,unknown,tcp,0.000076
35506,unknown,tcp,0.000076
35553,unknown,tcp,0.000076
35593,unknown,tcp,0.000076
35731,unknown,tcp,0.000076
35879,unknown,tcp,0.000076
35900,unknown,tcp,0.000076
35901,unknown,tcp,0.000076
35906,unknown,tcp,0.000076
35929,unknown,tcp,0.000076
35986,unknown,tcp,0.000076
36046,unknown,tcp,0.000076
36104,unknown,tcp,0.000076
36105,unknown,tcp,0.000076
36256,unknown,tcp,0.000076
36275,unknown,tcp,0.000076
36368,unknown,tcp,0.000076
36436,unknown,tcp,0.000076
36508,unknown,tcp,0.000076
36530,unknown,tcp,0.000076
36552,unknown,tcp,0.000076
36659,unknown,tcp,0.000076
36677,unknown,tcp,0.000076
36694,unknown,tcp,0.000076
36710,unknown,tcp,0.000076
36748,unknown,tcp,0.000076
36823,unknown,tcp,0.000076
36824,unknown,tcp,0.000076
36914,unknown,tcp,0.000076
36950,unknown,tcp,0.000076
36962,unknown,tcp,0.000076
36983,unknown,tcp,0.000076
37121,unknown,tcp,0.000076
37151,unknown,tcp,0.000076
37174,unknown,tcp,0.000076
37185,unknown,tcp,0.000076
37218,unknown,tcp,0.000076
37393,unknown,tcp,0.000076
37522,unknown,tcp,0.000076
37607,unknown,tcp,0.000076
37614,unknown,tcp,0.000076
37647,unknown,tcp,0.000076
37674,unknown,tcp,0.000076
37777,unknown,tcp,0.000076
37789,unknown,tcp,0.000076
37855,unknown,tcp,0.000076
38029,unknown,tcp,0.000076
38194,unknown,tcp,0.000076
38205,unknown,tcp,0.000076
38224,unknown,tcp,0.000076
38270,unknown,tcp,0.000076
38313,unknown,tcp,0.000076
38331,unknown,tcp,0.000076
38358,unknown,tcp,0.000076
38446,unknown,tcp,0.000076
38481,unknown,tcp,0.000076
38546,unknown,tcp,0.000076
38561,unknown,tcp,0.000076
38570,unknown,tcp,0.000076
38761,unknown,tcp,0.000076
38764,unknown,tcp,0.000076
38780,unknown,tcp,0.000076
38805,unknown,tcp,0.000076
38936,unknown,tcp,0.000076
39067,unknown,tcp,0.000076
39117,unknown,tcp,0.000076
39265,unknown,tcp,0.000076
39293,unknown,tcp,0.000076
39380,unknown,tcp,0.000076
39433,unknown,tcp,0.000076
39482,unknown,tcp,0.000076
39489,unknown,tcp,0.000076
39630,unknown,tcp,0.000076
39732,unknown,tcp,0.000076
39763,unknown,tcp,0.000076
39774,unknown,tcp,0.000076
39795,unknown,tcp,0.000076
39869,unknown,tcp,0.000076
39883,unknown,tcp,0.000076
39895,unknown,tcp,0.000076
39917,unknown,tcp,0.000076
40001,unknown,tcp,0.000076
40002,unknown,tcp,0.000076
40003,unknown,tcp,0.000076
40005,unknown,tcp,0.000076
40011,unknown,tcp,0.000076
40306,unknown,tcp,0.000076
40393,unknown,tcp,0.000076
40400,unknown,tcp,0.000076
40457,unknown,tcp,0.000076
40489,unknown,tcp,0.000076
40513,unknown,tcp,0.000076
40614,unknown,tcp,0.000076
40628,unknown,tcp,0.000076
40712,unknown,tcp,0.000076
40732,unknown,tcp,0.000076
40754,unknown,tcp,0.000076
40812,unknown,tcp,0.000076
40834,unknown,tcp,0.000076
40951,unknown,tcp,0.000076
41123,unknown,tcp,0.000076
41142,unknown,tcp,0.000076
41250,unknown,tcp,0.000076
41281,unknown,tcp,0.000076
41318,unknown,tcp,0.000076
41342,unknown,tcp,0.000076
41345,unknown,tcp,0.000076
41348,unknown,tcp,0.000076
41398,unknown,tcp,0.000076
41442,unknown,tcp,0.000076
41551,unknown,tcp,0.000076
41632,unknown,tcp,0.000076
41773,unknown,tcp,0.000076
41794,crestron-cip,tcp,0.000076
41795,crestron-ctp,tcp,0.000076
41808,unknown,tcp,0.000076
42001,unknown,tcp,0.000076
42035,unknown,tcp,0.000076
42127,unknown,tcp,0.000076
42158,unknown,tcp,0.000076
42251,unknown,tcp,0.000076
42276,unknown,tcp,0.000076
42322,unknown,tcp,0.000076
42449,unknown,tcp,0.000076
42452,unknown,tcp,0.000076
42559,unknown,tcp,0.000076
42560,unknown,tcp,0.000076
42575,unknown,tcp,0.000076
42590,unknown,tcp,0.000076
42632,unknown,tcp,0.000076
42675,unknown,tcp,0.000076
42679,unknown,tcp,0.000076
42685,unknown,tcp,0.000076
42735,unknown,tcp,0.000076
42906,unknown,tcp,0.000076
42990,unknown,tcp,0.000076
43000,unknown,tcp,0.000076
43002,unknown,tcp,0.000076
43018,unknown,tcp,0.000076
43027,unknown,tcp,0.000076
43103,unknown,tcp,0.000076
43139,unknown,tcp,0.000076
43143,unknown,tcp,0.000076
43212,unknown,tcp,0.000076
43231,unknown,tcp,0.000076
43242,unknown,tcp,0.000076
43425,unknown,tcp,0.000076
43654,unknown,tcp,0.000076
43690,unknown,tcp,0.000076
43734,unknown,tcp,0.000076
43823,unknown,tcp,0.000076
43868,unknown,tcp,0.000076
44004,unknown,tcp,0.000076
44101,unknown,tcp,0.000076
44119,unknown,tcp,0.000076
44200,unknown,tcp,0.000076
44380,unknown,tcp,0.000076
44410,unknown,tcp,0.000076
44431,unknown,tcp,0.000076
44479,unknown,tcp,0.000076
44505,unknown,tcp,0.000076
44541,unknown,tcp,0.000076
44616,unknown,tcp,0.000076
44628,unknown,tcp,0.000076
44704,unknown,tcp,0.000076
44711,unknown,tcp,0.000076
44965,unknown,tcp,0.000076
44981,unknown,tcp,0.000076
45038,unknown,tcp,0.000076
45050,unknown,tcp,0.000076
45136,unknown,tcp,0.000076
45164,unknown,tcp,0.000076
45220,unknown,tcp,0.000076
45226,unknown,tcp,0.000076
45413,unknown,tcp,0.000076
45438,unknown,tcp,0.000076
45463,unknown,tcp,0.000076
45602,unknown,tcp,0.000076
45624,unknown,tcp,0.000076
45697,unknown,tcp,0.000076
45777,unknown,tcp,0.000076
45864,unknown,tcp,0.000076
45960,unknown,tcp,0.000076
46034,unknown,tcp,0.000076
46069,unknown,tcp,0.000076
46115,unknown,tcp,0.000076
46171,unknown,tcp,0.000076
46182,unknown,tcp,0.000076
46310,unknown,tcp,0.000076
46372,unknown,tcp,0.000076
46418,unknown,tcp,0.000076
46436,unknown,tcp,0.000076
46593,unknown,tcp,0.000076
46813,unknown,tcp,0.000076
46992,unknown,tcp,0.000076
47012,unknown,tcp,0.000076
47029,unknown,tcp,0.000076
47119,unknown,tcp,0.000076
47197,unknown,tcp,0.000076
47267,unknown,tcp,0.000076
47348,unknown,tcp,0.000076
47372,unknown,tcp,0.000076
47448,unknown,tcp,0.000076
47567,unknown,tcp,0.000076
47581,unknown,tcp,0.000076
47595,unknown,tcp,0.000076
47624,directplaysrvr,tcp,0.000076
47634,unknown,tcp,0.000076
47700,unknown,tcp,0.000076
47777,unknown,tcp,0.000076
47806,ap,tcp,0.000076
47850,unknown,tcp,0.000076
47858,unknown,tcp,0.000076
47860,unknown,tcp,0.000076
47966,unknown,tcp,0.000076
47969,unknown,tcp,0.000076
48009,unknown,tcp,0.000076
48067,unknown,tcp,0.000076
48083,unknown,tcp,0.000076
48127,unknown,tcp,0.000076
48153,unknown,tcp,0.000076
48167,unknown,tcp,0.000076
48356,unknown,tcp,0.000076
48434,unknown,tcp,0.000076
48619,iqobject,tcp,0.000076
48631,unknown,tcp,0.000076
48648,unknown,tcp,0.000076
48682,unknown,tcp,0.000076
48783,unknown,tcp,0.000076
48813,unknown,tcp,0.000076
48925,unknown,tcp,0.000076
48966,unknown,tcp,0.000076
48967,unknown,tcp,0.000076
48973,unknown,tcp,0.000076
49002,unknown,tcp,0.000076
49048,unknown,tcp,0.000076
49132,unknown,tcp,0.000076
49166,unknown,tcp,0.000076
49169,unknown,tcp,0.000076
49170,unknown,tcp,0.000076
49172,unknown,tcp,0.000076
49173,unknown,tcp,0.000076
49179,unknown,tcp,0.000076
49189,unknown,tcp,0.000076
49190,unknown,tcp,0.000076
49191,unknown,tcp,0.000076
49196,unknown,tcp,0.000076
49197,unknown,tcp,0.000076
49201,unknown,tcp,0.000076
49202,unknown,tcp,0.000076
49203,unknown,tcp,0.000076
49204,unknown,tcp,0.000076
49211,unknown,tcp,0.000076
49213,unknown,tcp,0.000076
49216,unknown,tcp,0.000076
49228,unknown,tcp,0.000076
49232,unknown,tcp,0.000076
49235,unknown,tcp,0.000076
49241,unknown,tcp,0.000076
49275,unknown,tcp,0.000076
49302,unknown,tcp,0.000076
49352,unknown,tcp,0.000076
49372,unknown,tcp,0.000076
49398,unknown,tcp,0.000076
49452,unknown,tcp,0.000076
49498,unknown,tcp,0.000076
49500,unknown,tcp,0.000076
49519,unknown,tcp,0.000076
49520,unknown,tcp,0.000076
49521,unknown,tcp,0.000076
49522,unknown,tcp,0.000076
49597,unknown,tcp,0.000076
49603,unknown,tcp,0.000076
49678,unknown,tcp,0.000076
49751,unknown,tcp,0.000076
49762,unknown,tcp,0.000076
49765,unknown,tcp,0.000076
49803,unknown,tcp,0.000076
49927,unknown,tcp,0.000076
50016,unknown,tcp,0.000076
50019,unknown,tcp,0.000076
50040,unknown,tcp,0.000076
50101,unknown,tcp,0.000076
50189,unknown,tcp,0.000076
50198,unknown,tcp,0.000076
50202,unknown,tcp,0.000076
50205,unknown,tcp,0.000076
50224,unknown,tcp,0.000076
50246,unknown,tcp,0.000076
50258,unknown,tcp,0.000076
50277,unknown,tcp,0.000076
50356,unknown,tcp,0.000076
50513,unknown,tcp,0.000076
50529,unknown,tcp,0.000076
50545,unknown,tcp,0.000076
50576,unknown,tcp,0.000076
50577,unknown,tcp,0.000076
50585,unknown,tcp,0.000076
50692,unknown,tcp,0.000076
50733,unknown,tcp,0.000076
50787,unknown,tcp,0.000076
50809,unknown,tcp,0.000076
50815,unknown,tcp,0.000076
50831,unknown,tcp,0.000076
50833,unknown,tcp,0.000076
50834,unknown,tcp,0.000076
50835,unknown,tcp,0.000076
50836,unknown,tcp,0.000076
50849,unknown,tcp,0.000076
50854,unknown,tcp,0.000076
50887,unknown,tcp,0.000076
50903,unknown,tcp,0.000076
50945,unknown,tcp,0.000076
50997,unknown,tcp,0.000076
51011,unknown,tcp,0.000076
51020,unknown,tcp,0.000076
51037,unknown,tcp,0.000076
51067,unknown,tcp,0.000076
51118,unknown,tcp,0.000076
51139,unknown,tcp,0.000076
51233,unknown,tcp,0.000076
51234,unknown,tcp,0.000076
51235,unknown,tcp,0.000076
51240,unknown,tcp,0.000076
51300,unknown,tcp,0.000076
51343,unknown,tcp,0.000076
51351,unknown,tcp,0.000076
51366,unknown,tcp,0.000076
51423,unknown,tcp,0.000076
51460,unknown,tcp,0.000076
51484,unknown,tcp,0.000076
51485,unknown,tcp,0.000076
51488,unknown,tcp,0.000076
51515,unknown,tcp,0.000076
51582,unknown,tcp,0.000076
51658,unknown,tcp,0.000076
51771,unknown,tcp,0.000076
51772,unknown,tcp,0.000076
51800,unknown,tcp,0.000076
51809,unknown,tcp,0.000076
51906,unknown,tcp,0.000076
51909,unknown,tcp,0.000076
51961,unknown,tcp,0.000076
51965,unknown,tcp,0.000076
52000,unknown,tcp,0.000076
52001,unknown,tcp,0.000076
52002,unknown,tcp,0.000076
52003,unknown,tcp,0.000076
52025,unknown,tcp,0.000076
52046,unknown,tcp,0.000076
52071,unknown,tcp,0.000076
52173,unknown,tcp,0.000076
52225,unknown,tcp,0.000076
52226,unknown,tcp,0.000076
52230,unknown,tcp,0.000076
52237,unknown,tcp,0.000076
52262,unknown,tcp,0.000076
52391,unknown,tcp,0.000076
52477,unknown,tcp,0.000076
52506,unknown,tcp,0.000076
52573,unknown,tcp,0.000076
52665,unknown,tcp,0.000076
52675,unknown,tcp,0.000076
52893,unknown,tcp,0.000076
52948,unknown,tcp,0.000076
53085,unknown,tcp,0.000076
53178,unknown,tcp,0.000076
53189,unknown,tcp,0.000076
53212,unknown,tcp,0.000076
53240,unknown,tcp,0.000076
53319,unknown,tcp,0.000076
53361,unknown,tcp,0.000076
53370,unknown,tcp,0.000076
53460,unknown,tcp,0.000076
53469,unknown,tcp,0.000076
53491,unknown,tcp,0.000076
53633,unknown,tcp,0.000076
53639,unknown,tcp,0.000076
53656,unknown,tcp,0.000076
53690,unknown,tcp,0.000076
53742,unknown,tcp,0.000076
53782,unknown,tcp,0.000076
53827,unknown,tcp,0.000076
53852,unknown,tcp,0.000076
53910,unknown,tcp,0.000076
53958,unknown,tcp,0.000076
54075,unknown,tcp,0.000076
54101,unknown,tcp,0.000076
54127,unknown,tcp,0.000076
54235,unknown,tcp,0.000076
54263,unknown,tcp,0.000076
54276,unknown,tcp,0.000076
54321,unknown,tcp,0.000076
54323,unknown,tcp,0.000076
54514,unknown,tcp,0.000076
54551,unknown,tcp,0.000076
54605,unknown,tcp,0.000076
54658,unknown,tcp,0.000076
54688,unknown,tcp,0.000076
54722,unknown,tcp,0.000076
54741,unknown,tcp,0.000076
54873,unknown,tcp,0.000076
54907,unknown,tcp,0.000076
54987,unknown,tcp,0.000076
54991,unknown,tcp,0.000076
55000,unknown,tcp,0.000076
55183,unknown,tcp,0.000076
55187,unknown,tcp,0.000076
55227,unknown,tcp,0.000076
55312,unknown,tcp,0.000076
55350,unknown,tcp,0.000076
55382,unknown,tcp,0.000076
55400,unknown,tcp,0.000076
55426,unknown,tcp,0.000076
55479,unknown,tcp,0.000076
55527,unknown,tcp,0.000076
55556,unknown,tcp,0.000076
55568,unknown,tcp,0.000076
55569,unknown,tcp,0.000076
55579,unknown,tcp,0.000076
55635,unknown,tcp,0.000076
55652,unknown,tcp,0.000076
55684,unknown,tcp,0.000076
55721,unknown,tcp,0.000076
55758,unknown,tcp,0.000076
55773,unknown,tcp,0.000076
55781,unknown,tcp,0.000076
55901,unknown,tcp,0.000076
55907,unknown,tcp,0.000076
55910,unknown,tcp,0.000076
55948,unknown,tcp,0.000076
56016,unknown,tcp,0.000076
56055,unknown,tcp,0.000076
56259,unknown,tcp,0.000076
56293,unknown,tcp,0.000076
56507,unknown,tcp,0.000076
56535,unknown,tcp,0.000076
56591,unknown,tcp,0.000076
56668,unknown,tcp,0.000076
56681,unknown,tcp,0.000076
56723,unknown,tcp,0.000076
56725,unknown,tcp,0.000076
56810,unknown,tcp,0.000076
56822,unknown,tcp,0.000076
56827,unknown,tcp,0.000076
56973,unknown,tcp,0.000076
56975,unknown,tcp,0.000076
57020,unknown,tcp,0.000076
57103,unknown,tcp,0.000076
57123,unknown,tcp,0.000076
57325,unknown,tcp,0.000076
57335,unknown,tcp,0.000076
57347,unknown,tcp,0.000076
57350,unknown,tcp,0.000076
57352,unknown,tcp,0.000076
57387,unknown,tcp,0.000076
57398,unknown,tcp,0.000076
57479,unknown,tcp,0.000076
57576,unknown,tcp,0.000076
57678,unknown,tcp,0.000076
57681,unknown,tcp,0.000076
57702,unknown,tcp,0.000076
57730,unknown,tcp,0.000076
57733,unknown,tcp,0.000076
57891,unknown,tcp,0.000076
57896,unknown,tcp,0.000076
57923,unknown,tcp,0.000076
57928,unknown,tcp,0.000076
57988,unknown,tcp,0.000076
57999,unknown,tcp,0.000076
58072,unknown,tcp,0.000076
58107,unknown,tcp,0.000076
58109,unknown,tcp,0.000076
58164,unknown,tcp,0.000076
58252,unknown,tcp,0.000076
58305,unknown,tcp,0.000076
58310,unknown,tcp,0.000076
58374,unknown,tcp,0.000076
58430,unknown,tcp,0.000076
58446,unknown,tcp,0.000076
58456,unknown,tcp,0.000076
58468,unknown,tcp,0.000076
58498,unknown,tcp,0.000076
58562,unknown,tcp,0.000076
58570,unknown,tcp,0.000076
58610,unknown,tcp,0.000076
58622,unknown,tcp,0.000076
58634,unknown,tcp,0.000076
58699,unknown,tcp,0.000076
58721,unknown,tcp,0.000076
